STA,lat,lon,n_arrivals
M57A,41.3372,-77.1280,4
M65A,41.5620,-70.6466,4
MACK,40.9432,39.7686,4
LBOS,13.8710,45.2490,4
LCRM,33.6860,-4.8580,4
LDSI,2.8860,98.1570,4
LEPH,-23.8582,27.7973,4
LGD,41.8347,46.2423,4
Q23K,59.4296,-146.3499,4
SIMA,39.0833,28.9825,4
E44A,46.6199,-85.9214,4
GOLS,46.0108,15.6245,4
PVMO,36.4137,-89.6997,4
X48A,34.4517,-87.0452,4
X51A,34.5658,-84.8574,4
DOGA,38.1058,31.6682,4
GRB1,49.3912,11.6522,4
GRD1,11.1350,35.0560,4
PSAD1,-21.4547,119.8301,4
PTBC,6.5395,-74.4563,4
GRA2,49.6546,11.3590,4
SKJI,-7.0053,106.5563,4
DIYA,37.9234,40.1208,4
DJES,44.6660,22.5200,4
DMBR,46.7629,27.3455,4
PRYS,-26.9253,27.3598,4
PSAC1,-21.5333,119.8091,4
SLM,38.6361,-90.2361,4
DION,38.0779,23.9331,4
L56A,42.1365,-77.5591,4
LANF,48.9806,7.8053,4
MASI,-3.1415,102.2396,4
SMPI,-1.9855,138.7100,4
DBOC,41.3453,41.6666,4
DDFL,41.4458,46.1183,4
DED,36.9614,34.7993,4
GRUS,43.8886,20.7153,4
GUD,40.6430,-4.1540,4
SMY,52.7295,174.0994,4
SNCC,33.2479,-119.5244,4
SNOW,43.4625,-110.7550,4
SOE,-32.7117,25.5617,4
SOEG,68.2034,-31.3762,4
SOKR,59.5955,56.7906,4
H04A,44.6837,-122.1862,4
WHAR,35.2902,-92.2885,4
AJM,26.4243,74.6293,4
WLRA,9.1000,38.6990,4
D55A,47.0190,-75.4732,4
D05A,47.1881,-121.9888,4
PLNA,42.4762,23.4255,4
H17A,44.3951,-110.5762,4
PMPS,33.0570,-16.3330,4
H56A,44.5930,-76.2594,4
PLDF,45.9698,3.6212,4
SPA1,78.1797,16.3755,4
SPB1,78.1796,16.3906,4
SPB5,78.1823,16.3683,4
SPIA,57.1766,-170.2477,4
WB0,-19.7671,134.3930,4
KTN,21.2857,99.5898,4
AKCD,38.2956,37.9224,4
PLBC,59.4567,-136.3650,4
CVNA,-31.4822,19.7617,4
CTBH,7.2210,124.2460,4
CUGUR,38.7237,37.2719,4
PHWY,41.3016,-105.4578,4
HEX,51.0668,-3.8025,4
HHU,39.9273,127.5288,4
HIN,60.3960,-146.5035,4
HAWA,46.3925,-119.5326,4
CRUC,1.5677,-76.9510,4
HKA,22.6421,93.5995,4
HKT,29.9500,-95.8333,4
HLID,43.5625,-114.4138,4
PEA0,53.1082,157.6989,4
PBKI,-2.7047,111.6697,4
HNLY,32.7780,78.9720,4
HOLU,48.5270,22.3840,4
PCA,60.0967,-140.2570,4
AKHS,38.8788,27.8138,4
AKSY,38.6497,33.7607,4
STAC,49.0295,15.2996,4
STEP,39.3767,27.7183,4
STLK,61.4982,-151.8349,4
CNJI,-7.3090,107.1296,4
CNP,59.5251,-151.2373,4
CM36,18.5182,99.0954,4
CMB,38.0346,-120.3865,4
CMBO,36.4709,25.4056,4
SUSE,40.2086,38.2025,4
PAKC,41.3747,-77.9325,4
KSHUK,34.6838,125.4518,4
KSICN,37.2907,127.4167,4
KSJEU,35.4935,126.9298,4
KSKWJ,35.1599,126.9910,4
KSL,36.1500,29.5833,4
MELI,35.2938,-2.9350,4
CM02,18.4344,98.9466,4
CM04,18.3997,98.9789,4
CM33,18.8177,98.9466,4
CM35,18.6781,99.1539,4
P51A,39.4818,-83.0601,4
HWUT,41.6069,-111.5652,4
SWZ,-27.1823,25.3317,4
SZD1,29.4863,60.8655,4
OUK,31.2070,-7.8660,4
TATO,24.9754,121.4880,4
CEME,42.5467,18.9177,4
MJMS,26.0470,45.6577,4
VOR,51.7311,39.2000,4
ORDU,40.9910,37.8571,4
ORV,39.5545,-121.5004,4
OSI,34.6145,-118.7235,4
TCHB,32.6692,35.9688,4
TEIG,20.2263,-88.2764,4
ODNJ,41.0829,-74.6056,4
ODSR,46.2969,25.2919,4
OGAG,44.7878,6.5397,4
TGL,60.7541,-142.8292,4
TGTN,61.5267,-128.2727,4
CALN,43.7522,6.8894,4
BWLO,44.1174,-81.1382,4
C09A,47.8006,-118.2741,4
ARMA,-30.4183,151.6293,4
ARNB,35.8608,35.9722,4
AMTX,34.8837,-101.6808,4
O51A,40.1470,-82.6056,4
IGDI,39.8681,44.0780,4
NVLJ,44.5635,14.8711,4
IMP,24.8311,93.9466,4
O28M,60.7718,-140.1906,4
BUR01,47.6147,25.2167,4
NUUG,71.5386,-53.2001,4
IOMK,54.2605,-4.5662,4
TIO,30.9267,-7.2617,4
BSTI,50.5835,5.5667,4
J47A,43.2382,-84.8214,4
J52A,43.2407,-80.4764,4
BRAL,31.1687,-87.0506,4
BROLN,-21.0997,27.3342,4
MND,22.0157,96.1148,4
VIKU,58.5017,16.6992,4
VIS,17.7210,83.3287,4
MLS,42.9578,1.0947,4
NORC,5.5635,-74.8692,4
JMU,32.7811,74.8310,4
NHSC,33.1067,-80.1778,4
TOA3,13.1422,1.6933,4
TOAD,58.8499,-125.2333,4
TOB2,13.1532,1.7071,4
TOB3,13.1376,1.7042,4
TOB5,13.1536,1.6806,4
TOC3,13.1370,1.7205,4
NDNU,48.5947,27.3664,4
KOLL,48.5787,18.4024,4
KOM,1.7922,103.8467,4
VALD,43.6899,23.4356,4
ATKA,52.2027,-174.1955,4
MMSI,-2.6900,118.9100,4
MNCY,8.2667,73.0333,4
JSK1,25.6379,57.7701,4
TOC7,13.1638,1.6787,4
BMRO,44.5952,-81.2174,4
JVM,49.2169,-2.2068,4
TPRI,0.9184,104.5263,4
BLSH,42.8569,23.2792,4
BMNS,43.1080,75.6690,4
K43A,42.7044,-88.3320,4
K50A,42.7749,-82.6231,4
TRY,42.7311,-73.6669,4
MOQ,45.3120,-72.2541,4
BIDA,35.0138,36.3212,4
BIL,68.0467,166.4056,4
KAF,62.1128,26.3061,4
KAND,41.0943,30.1922,4
BGF,46.5578,2.8464,4
BGKT,41.1810,28.7730,4
BGOL,38.9882,40.6711,4
N55A,40.7808,-78.9862,4
KBSD,37.0013,40.5430,4
KBU,34.5151,69.1347,4
BERU,48.2336,22.6464,4
MVH1,57.9250,-4.1825,4
MVIF,43.8963,7.1525,4
KDI,-3.9574,122.6192,4
UALR,34.7751,-92.3429,4
BBKI,-3.4625,114.8411,4
KLBO,45.3566,-80.2132,4
V51A,35.8033,-84.3511,4
AYKD,37.4144,36.8067,4
MUSN,-22.2878,29.8600,4
UNM,19.3290,-99.1780,4
BARS,42.8165,21.8153,4
BAZ1,27.8484,60.1869,4
KLINJ,43.1694,18.5853,4
MSAB,44.0910,27.8256,4
UPR,38.2836,21.7864,4
BANO,45.0198,-77.9280,4
V48A,35.7400,-86.8219,4
250A,31.9778,-86.2677,4
352A,31.4793,-84.9274,4
ZAA0B,53.9481,84.8188,4
456A,30.7248,-82.0223,3
S54A,37.7997,-81.3114,3
435B,30.7827,-97.5850,3
ZEDA,38.9665,27.0771,3
ZOMB,-15.3833,35.3500,3
ZIMR,43.6572,25.3652,3
F55A,45.8338,-76.3510,3
F44A,45.9737,-86.4226,3
SAIH,22.4894,92.9874,3
SACV,14.9702,-23.6085,3
S58A,37.6126,-78.0511,3
LPK,40.3727,26.7602,3
FFD,43.4701,-71.6533,3
RPOR,43.6996,40.2662,3
S14K,56.2848,-159.5532,3
S12K,55.7030,-162.0610,3
RUP,49.7017,7.0593,3
KIRK,41.7817,27.0972,3
KIF,69.0432,20.8040,3
MRZ1,42.2246,79.8597,3
MRAK,45.0130,16.9000,3
F42A,45.7587,-88.1347,3
F41A,45.7387,-89.1046,3
F33B,45.8398,-96.2929,3
SAOF,43.9863,7.5553,3
S44A,37.6936,-89.2551,3
S22A,37.7461,-106.8293,3
FELD,47.8753,8.0030,3
MTDJ,18.2261,-77.5345,3
MTAI,2.1980,128.2758,3
KHZ,-42.4160,173.5390,3
URZ,-38.2593,177.1109,3
KK07,43.0891,70.5008,3
RTC,33.9880,-6.8570,3
RSL,45.6883,6.6256,3
RSC,58.3485,-5.1684,3
SBSI,1.3988,99.4310,3
RRH,57.9197,-6.6882,3
FKH,34.2448,36.4102,3
FIC1,61.4384,26.0596,3
AB03,49.2511,59.9431,3
LHMI,5.2288,96.9472,3
EVOP,38.5280,-8.1236,3
V55A,35.8518,-81.2149,3
KMMI,-7.0500,113.9667,3
BASO,44.0133,-81.6648,3
ULDT,40.1422,29.1361,3
BC3,33.6551,-115.4537,3
YFRK,30.1942,35.1298,3
YAYL,36.0343,36.1070,3
ENIJ,36.9717,-2.2069,3
SDMD,39.4102,-76.8403,3
SDDR,18.9821,-71.2878,3
SDD,18.4579,-69.9134,3
RKY,40.6875,27.1777,3
UDBI,44.5279,15.7644,3
U73B,-33.9164,-71.4198,3
KDM,6.9160,116.8330,3
KHLT,14.7970,98.5893,3
KHL,38.3232,29.5232,3
B06A,48.5183,-121.4845,3
AYVA,39.3083,26.6903,3
RIY,45.3250,14.4830,3
G08A,45.2904,-118.9595,3
FXWY,43.6381,-111.0268,3
FVM,37.9840,-90.4260,3
ELO,56.4706,-3.7119,3
SELS,43.2195,21.1190,3
SEHB,38.2686,128.2525,3
SEAG,41.7643,44.8034,3
REDW,43.3624,-110.8520,3
KAVV,41.0638,29.0600,3
N20K,61.2001,-152.2089,3
KMER,37.7685,32.3680,3
MPSM,0.5891,100.1383,3
BBCM,-5.0392,120.0580,3
BCK,37.4608,30.5890,3
G42A,45.2418,-88.4277,3
SDNR,31.5000,76.9700,3
Y22D,34.0739,-106.9210,3
R50A,38.2816,-84.3274,3
G65A,45.2002,-67.5632,3
RAKU,48.0259,24.1663,3
RAG,60.3863,-144.6773,3
EKAR,39.2559,42.0640,3
SFS,36.4656,-6.2055,3
Y58A,33.9057,-79.6665,3
Y52A,33.8640,-84.0626,3
Y49A,33.8577,-86.4119,3
ECHE,39.5908,-0.9678,3
EFI,-51.6753,-58.0637,3
N54A,40.9617,-79.9892,3
N51A,40.9183,-82.3748,3
N47A,40.8801,-85.6942,3
BG3,34.9930,-82.9317,3
MVL,39.9992,-76.3506,3
U65B,-34.9642,-71.7886,3
BELC,34.0006,-115.9982,3
U55A,36.5023,-81.0472,3
R16K,57.5673,-157.5742,3
QRWL,33.5477,35.6822,3
GIUM,45.4850,28.2081,3
GIBL,36.8301,-5.9674,3
E58A,46.3721,-73.2771,3
E56A,46.5436,-75.0341,3
TTIG,30.5470,-8.4410,3
BHOU,50.3537,6.0051,3
BHGR,28.6876,76.9390,3
TSLK,38.8249,20.6554,3
NBMA,-7.3654,-38.7641,3
TWGB,22.8177,121.0799,3
K55A,42.7278,-78.0696,3
N58A,40.8396,-76.7158,3
GESM,4.8421,96.1278,3
GEMT,40.4350,29.1890,3
GEC2B,48.8451,13.7016,3
LEGS,45.9488,15.3177,3
M44A,41.3882,-88.0432,3
LDAQ,47.9636,-71.2443,3
Q20K,58.6097,-152.3942,3
Q17K,58.2637,-155.8865,3
MOF,47.8517,7.1332,3
KNMB,24.4638,118.3884,3
MOPA,-23.5173,31.3977,3
TUL3,35.9105,-95.7918,3
KALB,43.4059,28.4162,3
KAGH,36.9330,59.9500,3
TUL1,35.9104,-95.7919,3
GO02,-25.1626,-69.5904,3
GMJI,-8.2732,113.4441,3
GLHS,37.1560,29.4983,3
PWJI,-8.0220,111.8039,3
PVCP,13.5960,124.1540,3
GPSM,4.8693,96.0904,3
GOLR,44.8399,24.9629,3
GOET,57.0350,9.2250,3
TRIP,37.5278,22.2708,3
TRBA,13.2310,44.1150,3
NBPS,-4.3940,-41.4457,3
NBPB,-5.5432,-39.5837,3
NBLA,-10.9925,-37.7890,3
KRAR,56.0120,92.8729,3
KRAI,-3.3184,128.3947,3
KRAB,8.2215,99.1965,3
KORU,48.1573,23.1339,3
SIUC,37.7149,-89.2176,3
M52A,41.5405,-81.3570,3
M50A,41.4035,-83.0428,3
DWPF,28.1103,-81.4327,3
SJG,18.1117,-66.1500,3
XAUDM,-18.5395,21.3382,3
X40A,34.4873,-92.8342,3
TPSI,4.9232,96.0170,3
TPNV,36.9488,-116.2495,3
NBCL,-4.2243,-38.2910,3
TRUS,44.2235,20.4063,3
TRQ,46.2176,-74.5513,3
WVL,44.5648,-69.6575,3
WRKA,-25.0375,128.2961,3
MATQ,49.7589,-77.6376,3
PSJM,-6.9686,106.5491,3
PTN,44.5700,-74.9819,3
GRC2,48.8680,11.3750,3
GRB5,49.1111,11.6789,3
GRB3,49.3439,11.8065,3
GRB2,49.2712,11.6691,3
DSL,39.1338,21.0963,3
DRWC,36.6211,36.6667,3
PSAB2,-21.5552,119.8612,3
PSAB1,-21.5689,119.8219,3
PSAA3,-21.5781,119.8548,3
PSAA2,-21.5627,119.8468,3
DLMT,45.3625,-112.5964,3
TPAW,43.4901,-110.9510,3
TOUF,44.0137,7.2483,3
TOS,41.0360,34.0230,3
BNDI,-4.5224,129.9045,3
NBPA,-5.7503,-37.1121,3
BKZ,-39.1657,176.4926,3
BLSP,22.0979,82.1772,3
SKMB,54.7176,9.4385,3
SKLT,7.1700,100.6200,3
GRA3,49.7623,11.3193,3
PTGA,-0.7308,-59.9666,3
PSUB,39.9274,-75.4514,3
ACOM,46.5480,13.5130,3
GRNC,60.7315,-141.7558,3
AUTN,43.9955,7.4275,3
ATAH,-7.1351,-78.3944,3
NBTA,-9.1218,-38.0632,3
NBPV,-6.4177,-35.2906,3
NCB,43.9708,-74.2236,3
K05A,42.7258,-120.8934,3
JTU,34.5275,129.3963,3
JTS,10.2908,-84.9525,3
DHBB,14.5710,44.3900,3
PSAC2,-21.5626,119.9008,3
SMRF,43.9760,5.5750,3
GRTK,21.5115,-71.1327,3
LBL,45.2323,3.2470,3
TOA2,13.1477,1.7004,3
JIS,58.2762,-134.3831,3
JER,31.7724,35.1981,3
JMSI,-2.6372,101.8875,3
TOD,49.6059,8.8038,3
JQE,49.2000,-2.0383,3
JOSI,30.5558,79.5582,3
NEGRR,45.5373,27.8771,3
MMPY,62.6189,-131.2625,3
LASF,44.0761,3.8570,3
WR0,-19.9597,134.5405,3
AFDM,38.9480,-120.9720,3
ACRG,5.6415,-0.2072,3
MCAR,61.3836,-143.0240,3
L40A,42.0628,-91.2218,3
SOFL,62.0689,-6.9658,3
DARN,35.1769,57.4198,3
DAC,36.2770,-117.5937,3
MNTR,46.7585,27.5295,3
KOHI,25.7203,94.1081,3
NEA,64.5772,-149.0770,3
BOPT,51.1118,5.6350,3
GTBY,19.9268,-75.1108,3
PNTR,39.0891,-119.5997,3
PNL,59.6687,-139.3970,3
PMST,38.7368,-9.1833,3
GUZR,43.9963,40.1184,3
GULN,36.1837,33.5436,3
L44A,42.1782,-87.9119,3
WMELI,35.3173,-2.9518,3
AHAR,38.4895,47.0513,3
KVN,39.0510,-118.1000,3
MCCM,38.1448,-122.8802,3
H43A,44.4697,-87.7704,3
H41A,44.6164,-89.6534,3
H25L,66.2670,-145.8187,3
PLSI,0.2373,100.5540,3
BRNJ,40.6828,-74.5660,3
J56A,43.2760,-76.8579,3
J54A,43.2728,-78.6392,3
J48A,43.2986,-83.7849,3
NLWA,47.3917,-123.8691,3
PLID,45.0877,-116.0003,3
D56A,47.0485,-74.7568,3
D53A,47.0795,-77.7001,3
D46A,46.8910,-84.0357,3
GVDS,34.8387,24.0588,3
SPCR,61.2003,-152.2091,3
SPB3,78.1737,16.3584,3
BTNL,50.5862,6.1297,3
IRM,34.1574,-115.1451,3
IR3,35.4761,51.0238,3
NIG,38.1100,34.6100,3
SPA3,78.1773,16.3588,3
D41A,47.0605,-88.5657,3
PLAL,34.9824,-88.0755,3
PKST,47.2590,18.0343,3
WES,42.3847,-71.3221,3
WDC,40.5799,-122.5411,3
AK23,50.7625,29.1254,3
AK17,50.6851,29.0574,3
HHAR,36.2817,-93.9399,3
PINE,43.7921,-120.9407,3
PIN,60.0959,-140.2525,3
HALT,35.9106,-89.3395,3
HALK,6.0877,80.6806,3
THR7,36.4224,25.4284,3
O29M,60.3024,-138.5755,3
INDER,48.5016,51.6950,3
BSKQ,50.6487,4.0796,3
BRSE,59.7417,-150.7414,3
TKL,35.6580,-83.7740,3
HAJJ,15.6990,43.5990,3
H62A,44.5743,-71.1559,3
CTAK,40.6478,34.7914,3
CZD,33.0320,-5.0410,3
CWC,36.4399,-118.0802,3
HLG,54.1847,7.8839,3
HIZ,-38.5129,174.8557,3
PDKS,46.0612,14.9978,3
CRQ,60.7523,-143.0926,3
CRNS,46.0807,14.2613,3
ANWB,17.6685,-61.7856,3
VMUR,38.9894,43.5716,3
KSCHJ,36.8729,127.9748,3
BTAS,40.5706,30.9999,3
THT2,36.4351,25.4218,3
CRLT,41.1290,27.7360,3
SRSI,-2.5316,120.8778,3
SRBI,-8.0848,115.2127,3
MFID,43.4151,-115.8278,3
MEZF,48.5019,5.0519,3
MEZ,48.5140,23.5140,3
HNH,43.7053,-72.2856,3
PBMO,36.7786,-90.4297,3
PEL,-33.1436,-70.6853,3
HMDM,6.7731,73.1822,3
CPCT,35.4498,-84.5218,3
COWI,46.1003,-89.1369,3
SSSI,2.6749,97.9708,3
PCI,-0.9054,119.8366,3
CAVK,40.6917,26.1677,3
CASY,-66.2792,110.5364,3
IMW,43.8970,-110.9390,3
NYDR,38.7135,20.6983,3
O56A,40.2683,-78.5663,3
ANB2,33.0375,40.3200,3
ANAF,36.3567,25.7726,3
AKO,37.4615,35.4460,3
AKMC,35.0270,32.3300,3
CNNC,35.2393,-77.8901,3
ALMG,31.7896,35.4611,3
KSBON,36.5000,127.8000,3
C40A,47.9154,-89.1514,3
OGILY,65.3609,-138.3063,3
OG01,46.3300,6.6830,3
HORU,49.2138,26.4263,3
KSI,-3.6517,102.5929,3
PAHR,39.7065,-119.3842,3
PB01,-21.0432,-69.4874,3
CMAS,40.7257,0.3139,3
SUJ,40.1029,124.4937,3
SUCK,60.0720,-143.7790,3
CM34,18.8511,99.1498,3
CM32,18.6533,98.8469,3
CM15,18.4524,98.9245,3
CM12,18.4061,98.9254,3
CM09,18.4439,98.9908,3
I63A,44.0505,-70.5809,3
I55A,44.2161,-77.6817,3
I51A,43.8036,-81.0231,3
W13A,35.0990,-113.8854,3
VSVD,55.9810,23.9298,3
AMBH,46.3501,20.7258,3
KSTBA,37.1226,128.9523,3
KSSKC,38.2899,128.5219,3
MESR,47.1499,22.9494,3
MESA,60.1785,-141.9505,3
T50A,37.0204,-84.8384,3
T45A,37.0196,-88.6447,3
SWI,-0.8630,131.2598,3
SWET,35.2163,-85.9320,3
P54A,39.6020,-80.4796,3
HZVA,30.7677,35.2801,3
HYF,47.2685,2.6394,3
T57A,36.9983,-79.2538,3
CHOM,41.0970,40.7611,3
CHAN,35.5192,24.0425,3
P08K,56.6011,-169.5484,3
OZLJ,45.6153,15.4673,3
I39A,43.8543,-91.5231,3
I07A,44.0820,-119.5042,3
CBTN,-23.8405,32.1843,3
TATR,45.5977,28.0499,3
CHNA,54.8310,-159.5895,3
CHN,54.8310,-159.5895,3
P45A,39.5277,-87.7439,3
P42A,39.5853,-90.3443,3
P29M,59.6304,-137.7381,3
CEU,35.8987,-5.3731,3
CHIR,55.8218,-155.6225,3
152A,32.6686,-84.7188,3
MPRN,30.3627,35.1543,3
AAL,60.1780,19.9936,3
LKWY,44.5652,-110.4000,3
LOMF,47.3508,6.8275,3
FALKS,51.6819,11.2655,3
LOSSI,68.1910,17.7915,3
LRM,45.8222,-112.4510,3
YKR8,62.4932,-114.6050,3
YUK6,60.9432,-138.3626,3
YUK8,61.2844,-139.7646,3
ZAG,45.8270,15.9870,3
ZAGS,43.8126,22.2328,3
ZGR,30.1190,-5.6200,2
ZAIG,22.7690,-102.5670,2
121A,32.5324,-107.7851,2
Z50A,33.2540,-85.9226,2
LUCF,43.8925,7.3462,2
LUBP,13.7340,120.2460,2
YNR,44.7155,-110.6792,2
555A,30.1212,-82.9666,2
658A,29.4220,-81.2578,2
BAYC,39.7413,26.5469,2
F43A,45.8313,-87.1694,2
F39A,45.9153,-90.9190,2
BBS,47.4644,7.5092,2
BBRC,34.2623,-116.9207,2
KHLU,19.5920,-155.8931,2
MT08,-33.4052,-70.1334,2
MPMC,36.0580,-117.4890,2
MPHEP,-22.9070,30.1778,2
BANR,45.3825,21.1355,2
BAI,41.1070,16.8790,2
UREC,7.7517,-75.5327,2
MSU,38.5123,-112.1772,2
MSNA,-22.3452,30.0232,2
RTZL,38.0760,20.7715,2
RTK,29.0333,76.4143,2
OUZ,-35.2197,173.5961,2
T58A,36.9454,-78.5338,2
T55A,37.1170,-80.7843,2
CIDE,41.8821,32.9471,2
P17A,39.4730,-110.7400,2
OZAP,38.6614,43.9928,2
KSDEI,37.2558,126.1049,2
KSDDC,37.9000,127.0577,2
KSD,-30.5410,29.4167,2
TBO,48.6472,-89.4085,2
CCAR,33.9172,-91.7716,2
TATN,32.5787,10.5295,2
TAR1,40.5259,17.2843,2
P30M,60.1218,-136.9598,2
P19K,59.6524,-153.2319,2
I47A,44.0193,-84.5096,2
VT1,44.3317,-72.7536,2
KSR,-25.8517,26.8972,2
KSPA,41.5570,-75.7681,2
KSJEO,35.9379,127.2928,2
P18K,59.3922,-155.2292,2
T49A,37.1050,-85.5334,2
T48A,37.1094,-86.3943,2
SZP,17.5510,120.4560,2
SWSC,32.9451,-115.7999,2
I04A,43.7941,-122.4113,2
HVD,-30.6050,25.4967,2
HUMO,42.6071,-122.9567,2
P49A,39.5342,-84.7164,2
OXZ,-43.3259,172.0383,2
OVD,57.3170,10.2060,2
OUZM,30.9090,-6.7600,2
PASC,34.1714,-118.1852,2
SURA,9.1663,99.6295,2
CMJI,-7.7837,108.4485,2
P48A,39.4605,-85.4258,2
CIS,33.4019,-118.4150,2
CM13,18.4211,98.9069,2
KSTL,35.2092,25.3375,2
I62A,43.8743,-71.3359,2
I52A,44.0680,-80.1770,2
I49A,43.9400,-82.8246,2
I48A,44.1873,-83.7022,2
TDRA,33.0400,-2.0290,2
TDNI,0.5744,97.8196,2
I45A,44.0361,-86.2348,2
ORIO,45.4515,-75.5110,2
OK048,36.4162,-96.9437,2
CALF,43.7528,6.9218,2
OGDI,44.1093,6.2253,2
IBZR,45.6681,26.0567,2
PB14,-24.6260,-70.4038,2
HRAO,-25.8902,27.6859,2
HPIG,26.9360,-105.6647,2
HOPE,-54.2836,-36.4879,2
PB08,-20.1411,-69.1534,2
CPD,18.0368,-65.9151,2
MHIT,19.3148,97.9632,2
PALB,40.4589,-77.1678,2
PAGZ,7.8480,123.3820,2
PAGS,40.2278,-76.7221,2
PACC,41.3227,-79.0769,2
PABI,0.1236,99.8719,2
P57A,39.4835,-78.0126,2
STVI,18.3514,-64.9539,2
STNU,48.7106,24.5014,2
STNC,53.0913,-2.2062,2
CO01,-29.9773,-70.0939,2
CNPM,59.5258,-151.2360,2
CNIL,36.3700,-6.0545,2
STIA,35.2020,26.0909,2
STFN,38.1766,23.5440,2
ALLY,41.6492,-80.1448,2
VRHR,51.0955,41.6246,2
KSH0,32.9816,35.8110,2
KSGUS,36.0371,126.7819,2
KSEUS,36.3519,128.6870,2
KSDGY,37.6904,128.6742,2
KSB,57.2098,-5.4230,2
BYBT,41.4685,34.7667,2
SSRD,55.4800,9.6300,2
WAL1,60.2564,-1.6173,2
TETR,39.3445,21.2747,2
CAUP,16.9440,121.8230,2
CASI,4.6288,95.5767,2
CARD,44.0261,10.4821,2
CAN,-35.3208,148.9990,2
NYAT,-25.3675,27.5669,2
O48B,40.2571,-85.1553,2
MIDY,37.4063,41.3983,2
MIDW,28.2156,-177.3698,2
W57A,35.1529,-79.9928,2
W53A,35.1696,-83.1630,2
ALCI,34.2139,77.1844,2
ALBI,25.3091,81.8084,2
AKUT,54.1352,-165.7719,2
CRAR,44.3250,23.7999,2
HEC,34.8294,-116.3350,2
HDC,10.0017,-84.1127,2
HBAR,35.5550,-90.6572,2
AKL,20.7018,77.0146,2
W41B,35.1736,-92.2479,2
W39A,35.1960,-93.7840,2
PCAN,38.4637,-28.4853,2
HOED,-24.4127,30.9324,2
HODGE,34.2315,-82.2586,2
HNR,-9.4352,159.9472,2
PERV,37.9461,42.5417,2
PEHC,41.7787,22.9001,2
COR,44.5856,-123.3038,2
SSW,51.9667,-1.8499,2
SSSM,-1.5641,101.2375,2
CVSR,45.7944,26.1238,2
HKR,37.5780,43.7408,2
PDMCI,34.3034,-114.1415,2
CRPR,18.0064,-67.1096,2
CRLZ,-43.5747,172.6232,2
AMPL,38.9224,21.2135,2
APYP,17.8620,121.2430,2
VLKR,43.0465,44.6773,2
KSCEA,36.8231,127.2575,2
J08A,43.3580,-118.4743,2
IZVR,45.5432,27.7672,2
BTMT,38.1923,41.4888,2
BTIN,41.6362,32.2504,2
BSZH,47.2996,20.2670,2
THZ,-41.7625,172.9052,2
THTN,35.5616,8.6881,2
WANN,52.4107,13.1251,2
HELC,6.1908,-75.5288,2
PINB,38.6769,36.4027,2
PHDHD,-20.1957,24.5372,2
PGRA,39.0293,-27.9813,2
THR8,36.4070,25.4788,2
THR2,36.4468,25.4353,2
IM04,65.9745,-153.7828,2
ILS,59.9570,-153.0703,2
J43A,43.3808,-88.4185,2
NPOC,19.3930,-155.1096,2
TLIG,17.5627,-98.5665,2
BSI,5.4964,95.2961,2
BRYW,41.9178,-71.5388,2
BRRC,7.1072,-73.7120,2
CTKT,40.6231,34.7897,2
BOYT,41.4206,34.9036,2
BOST,51.2382,2.9387,2
SPAK,48.1023,8.7858,2
SOOWA,-20.5628,26.2178,2
PLEV,38.4124,21.4073,2
H53A,44.5736,-78.5832,2
H52A,44.6422,-79.8888,2
CVDA,44.3336,28.0374,2
PKSG,47.3918,18.3907,2
WERD,50.4476,12.3064,2
WDLM,-26.4238,27.4222,2
AKDA,40.1035,41.3636,2
WBO,45.0007,-75.2751,2
MEDO,43.1646,-78.4546,2
KTD,49.3191,8.0826,2
KSYOW,37.1737,128.4558,2
PKRO,43.9643,-79.0714,2
PKM,34.8885,-119.8136,2
SPU,61.1817,-152.0540,2
SPCP,61.2655,-152.1550,2
SPB4,78.1789,16.3482,2
SPB,-23.5920,-47.4320,2
TKB,42.3509,42.9943,2
BTNR,31.6490,34.8719,2
IVAS,43.5764,20.1524,2
NV11,38.4320,-118.1554,2
KRSI,-1.8200,119.4200,2
KRMB,41.5230,-123.9080,2
KRI,-16.8307,29.6151,2
JASI,-1.4145,101.4584,2
TNG,-6.1717,106.6462,2
BPSM,-1.1924,100.5900,2
H08S3,-7.6275,72.4838,2
H08S2,-7.6453,72.4933,2
TMTMM,-3.2979,129.5300,2
J61A,43.3462,-72.5535,2
J59A,43.4647,-74.5041,2
NPH,19.4120,-155.2810,2
NLU,39.9548,-112.0750,2
JCUZ,19.3841,-155.1016,2
JCC,40.8175,-124.0296,2
JBK,34.3350,-2.5670,2
JASL,26.9245,70.9031,2
KS10,37.4961,127.9302,2
MLSB,37.2953,27.7765,2
D57A,47.0172,-73.8878,2
D50A,47.1668,-79.8412,2
WALA,49.0586,-113.9120,2
TOB1,13.1613,1.6934,2
SNKL,-28.2753,27.7714,2
GUIM,10.6260,122.5890,2
GSC,35.3018,-116.8057,2
GUNZ,50.3635,12.3316,2
GULI,25.2911,110.3661,2
H08S1,-7.6453,72.4744,2
H08N3,-6.3454,70.9919,2
WLVO,43.9236,-78.3970,2
WLAR,33.6875,-93.1120,2
AGRA,27.2305,77.9438,2
AFYO,38.7871,30.2988,2
KUBS,44.4123,21.6749,2
H40A,44.6220,-90.3905,2
PMBI,-2.9270,104.7720,2
PMAN,38.6327,-28.0890,2
ACON,11.9680,-85.1740,2
WGLY,63.2281,-123.4584,2
H08N2,-6.3251,71.0001,2
H08N1,-6.3421,71.0143,2
